steamid,personaname,personastate,communityvisibilitystate,profilestate,cityid,loccountrycode,loccityid,avgPrice,maxRequiredAge,usesMultiplayer,Genres,Publishers,Developers,Categories
76561197960277274,mackeracher_justin,0,3,,,,,6.656666666666668,17,1,Action,"Deep Silver,Valve","Gearbox Software,Valve,Volition",game
76561197960277276,nemrod,0,3,1,,,,9.126818181818182,0,1,Action,Valve,"Gearbox Software,Valve",game
76561197960277278,Dr. Spetz,0,3,1,,GB,,10.536818181818184,17,1,"Action,Adventure,Free to Play,Indie,Strategy,Simulation","Bohemia Interactive,New World Interactive,Ragequit Corporation,Square Enix,Tripwire Interactive,Unknown Worlds Entertainment,Valve","Bohemia Interactive,Defence Alliance Team,Gearbox Software,New World Interactive,Psyonix,Ragequit Corporation,Tripwire Interactive,Unknown Worlds Entertainment,Valve","game,mod"
76561197960277282,www.badgerbadgerbadger.com,0,3,,,,,6.240000000000001,0,1,Action,Valve,"Gearbox Software,Valve",game
76561197960277286,XoCTeJl /A/,0,3,1,,RU,42316,19.741000000000003,18,1,"Action,Adventure,RPG,Simulation,Strategy,Early Access,Indie,Free to Play,Massively Multiplayer,Racing","1C-SoftClub,2K Games,Aspyr (Mac & Linux),Activision,Aspyr (Mac),Bethesda Softworks,Coffee Stain Studios,Deep Silver,Devolver Digital,Feral Interactive (Mac),Square Enix,Warner Bros. Interactive Entertainment,Gravity Interactive,IllFonic,Psyop Games,Nordic Games,Rockstar Games,SEGA,Topware Interactive,Valve","2K Czech,4A Games,Alligator Pit,Croteam,Aspyr (Mac & Linux),Gearbox Software,Aspyr (Mac),Infinity Ward,Sledgehammer Games,Bethesda Game Studios,Coffee Stain Studios,Digital Extremes,Kaos Studios,Double Helix Games,Nordic Games,Rainbow Studios,Elemental Games,Katauri Interactive,SNK Games,Feral Interactive (Mac),IO Interactive,Rocksteady Studios,Gas Powered Games,Gravity Interactive,IllFonic,Iron Lore Entertainment,Relic,Relic Entertainment,Rockstar North,Rockstar Toronto,Starbreeze,Treyarch,Valve,Vigil Games,Volition, Inc.","game,video"
76561197960277288,doost,2,3,1,,US,109,9.282093023255818,17,1,"Action,Adventure,Free to Play,Indie,Simulation,RPG,Strategy,Casual,Sports,Massively Multiplayer","Aspyr (Mac),Disney Interactive,LucasArts,Lucasfilm, Linux),Bethesda Softworks,Bohemia Interactive,Bossa Studios,Darklight Games,Devolver Digital,Electronic Arts,Klei Entertainment,Microsoft Studios,Perfect World Entertainment,PopCap Games, Inc.,RuneStorm,TaleWorlds Entertainment,Telltale Games,Tripwire Interactive,Valve","Aspyr (Mac),BioWare, Linux, & Windows Update),Obsidian Entertainment,Bethesda Game Studios,Bohemia Interactive,Bossa Studios,Cryptic Studios,Darklight Games,DICE,Ensemble Studios,Hidden Path Entertainment,Skybox Labs,Gearbox Software,Klei Entertainment,PopCap Games, Inc.,RuneStorm,Sandstorm Productions,TaleWorlds Entertainment,Telltale Games,Tripwire Interactive,Valve","game,mod"
76561197960277292,Havoc,0,3,1,,,,13.950337837837841,18,1,"Action,Adventure,Free to Play,Indie,RPG,Casual,Strategy,Simulation,Animation & Modeling,Video Production,Sports,Massively Multiplayer,Racing","11 bit studios,1C-SoftClub,CD PROJEKT RED,2K Games,Aspyr (Mac, Linux),Feral Interactive (Mac),Missing Link Games,BANDAI NAMCO Entertainment,Bethesda Softworks,Darklight Games,Deep Silver,Devolver Digital,Electronic Arts,Feral Interactive (Linux),SEGA,Warner Bros. Interactive Entertainment,Final Form Games,Focus Home Interactive,Gaijin Entertainment,Gaijin Games,GSC Game World,IndiePub,Klei Entertainment,Kreatoriet AB,Meridian4,MinMax Games Ltd.,Mode 7,Nordic Games,Paradox Interactive,Penny Arcade, Inc.,PikPok,Positech Games,Puppy Games,Re-Logic,Rebellion,Robot Entertainment,Rockstar Games,Runic Games,Squad,Square Enix,Strategy First,Subset Games,TaleWorlds Entertainment,Team17 Digital Ltd,Telltale Games,Topware Interactive,Tribute Games Inc.,Tripwire Interactive,Ubisoft,Valve","11 bit studios,2K Australia,2K Boston,2K China,2K Marin,Digital Extremes,Feral Interactive (Mac),2K Czech,4A Games,Aspyr (Mac, Linux),Firaxis Games,Avalanche Studios,Bethesda Game Studios,BioWare,CD PROJEKT RED,Cellar Door Games,Criterion Games,Crytek,Crytek Studios,Darklight Games,DICE,EA Los Angeles,EA Redwood Shores,Electronic Arts,Eugen Systems,Feral Interactive (Linux),The Creative Assembly,Rocksteady Studios,Final Form Games,Free Lives,FromSoftware,Gaijin Entertainment,Gaijin Games,Gearbox Software,GSC Game World,Iron Lore Entertainment,Klei Entertainment,MicroProse Software, Inc,MinMax Games Ltd.,Mode 7,NeocoreGames,Nicklas Nygren,Positech Games,Puppygames,Re-Logic,Rebellion,Rebelmind,Recoil Games,Relic Entertainment,Robot Entertainment,Rockstar North,Rockstar Toronto,Rockstar Studios,Runic Games,Sandstorm Productions,Sidhe,Squad,Starbreeze,Straandlooper,Strange Loop Games,Subset Games,TaleWorlds Entertainment,Team17 Digital Ltd,Telltale Games,Totem Games,Tribute Games Inc.,Tripwire Interactive,Ubisoft Montreal,United Front Games,Valve,Vigil Games,Visceral Games,Volition,Yager Development,Zeboyd Games","game,mod"
76561197960277294,tes,0,3,1,,,,6.240000000000001,0,1,Action,Valve,"Gearbox Software,Valve",game
76561197960277296,Snooch,0,3,1,,,,6.240000000000001,0,1,Action,Valve,"Gearbox Software,Valve",game
76561197960277298,david,0,3,,,,,6.99,0,1,Action,Valve,"Gearbox Software,Valve",game
76561197960277300,Ã¤,0,3,,,,,6.777142857142857,0,1,"Action,Free to Play",Valve,"Gearbox Software,Valve",game
76561197960277304,undercovercivilian,0,1,,,,,7.212222222222223,0,1,Action,Valve,"Gearbox Software,Valve",game
76561197960277306,f4ulp3lz,0,3,1,,DE,,7.490714285714285,0,1,Action,Valve,"Gearbox Software,Valve",game
76561197960277308,5-6-ACE,0,3,1,,,,6.240000000000001,0,1,Action,Valve,"Gearbox Software,Valve",game
76561197960277312,Sonofploppy,0,3,1,,,,12.573090909090913,17,1,"Action,Adventure,Free to Play,Massively Multiplayer,RPG,Simulation,Sports,Strategy","2K Games,Activision,Aspyr (Mac),Disney Interactive,LucasArts,Lucasfilm,Avalanche Studios,Expansive Worlds,Daybreak Game Company,Electronic Arts,Feral Interactive (Mac),Warner Bros. Interactive Entertainment,Gaijin Entertainment,Nordic Games,SEGA,Ubisoft,Valve","2K Australia,2K Boston,Aspyr (Mac),BioWare,Infinity Ward,Raven Software,Aspyr Studios,LucasArts,Avalanche Studios,Expansive Worlds,Daybreak Game Company,DICE,Feral Interactive (Mac),Rocksteady Studios,Gaijin Entertainment,Gearbox Software,Krome Studios,Pandemic Studios,Petroglyph,Rebellion,Relic,Relic Entertainment,Treyarch,Ubisoft Montreal, Massive Entertainment, and Ubisoft Shanghai,Valve,Vigil Games",game
76561197960277316,patruuNa,0,3,,,,,6.240000000000001,0,1,Action,Valve,"Gearbox Software,Valve",game
76561197960277318,-=[on 24]=- Damien Bloodz **,0,3,1,,US,314,6.461176470588234,0,1,"Action,Strategy","2K Games,Valve","Gearbox Software,MicroProse Software, Inc,Valve",game
76561197960277320,kyespam,0,3,,,,,6.240000000000001,0,1,Action,Valve,"Gearbox Software,Valve",game
76561197960277326,VanVanMojo,0,3,1,,US,,9.63823529411765,17,1,"Action,Adventure,Indie,RPG,Free to Play,Strategy,Casual","Darklight Games,Edmund McMillen,Electronic Arts,New World Interactive,Ragequit Corporation,Square Enix,The Chinese Room,Tripwire Interactive,Valve","Darklight Games,DICE,Edmund McMillen and Florian Himsl,Gearbox Software,New World Interactive,Psyonix,Ragequit Corporation,Robert Briscoe,The Chinese Room,Sandstorm Productions,Tripwire Interactive,Valve","game,mod"
76561197960277328,Rez,0,3,,,,,7.490714285714285,0,1,Action,Valve,"Gearbox Software,Valve",game
76561197960277330,kaszi,0,3,1,,HU,20353,9.156666666666666,0,1,"Action,Indie,Simulation","BANDAI NAMCO Entertainment,Jagex,Valve","Gearbox Software,Jagex Limited,NAMCO,Valve",game
76561197960277334,The Undertaker,0,3,,,,,8.715517241379313,17,1,"Action,Indie,RPG,Simulation","Activision,Aspyr (Mac),Blazing Griffin Ltd.,Darklight Games,Nordic Games,Ritual Entertainment,Tripwire Interactive,Valve","Aspyr (Mac),Infinity Ward,Darklight Games,Facepunch Studios,Gearbox Software,Gray Matter Studios,Outerlight Ltd.,People Can Fly,Ritual Entertainment,Sandstorm Productions,Tripwire Interactive,Valve","game,mod"
76561197960277336,hickop,0,3,1,,,,6.240000000000001,0,1,Action,Valve,"Gearbox Software,Valve",game
76561197960277342,"jag ar inte gud, jag ar gympa",0,3,,,,,8.519411764705882,0,1,"Action,Strategy","2K Games,Valve","Firaxis Games,Gearbox Software,PopTop,Valve",game
76561197960277344,RubberChicken,0,3,1,,,,8.601666666666667,17,1,Action,"Activision,Valve","Gearbox Software,Treyarch,Valve",game
76561197960277350,DemonsMaster,3,3,1,,,,15.357647058823531,18,1,"Action,Adventure,Casual,Indie,Strategy,RPG,Simulation,Early Access,Free to Play,Sports,Racing","11 bit studios,1C-SoftClub,CD PROJEKT RED,2D BOY ,2K Games,Aspyr (Mac, Linux),3909,Disney Interactive,LucasArts,Lucasfilm,Bit Blot, LLC,Bithell Games,Black Forest Games,BlinkWorks Media,Capybara Games,Cardboard Computer,Cipher Prime Studios,Curve Digital,Daedalic Entertainment,Deep Silver,Demruth,Devolver Digital,Double Fine Productions,Droqen's Games,Edmund McMillen,Electronic Arts,Eyebrow Interactive,Facepalm Games,Feral Interactive (Mac),Kalypso Media Digital,Final Form Games,Frictional Games,Frozenbyte,Gaijin Games,Hemisphere Games,IndiePub,Introversion Software,Kloonigames,Kyle Pulver,MinMax Games Ltd.,Nicalis,Nordic Games,Number None,Penny Arcade, Inc.,PikPok,Playdead,Pocketwatch Games,Positech Games,Rebellion,Retro Affect,Reverb Publishing,Ronimo Games,Runic Games,SEGA,Sos Mikolaj Kaminski,Spaces of Play,Square Enix,Subatomic Studios LLC,Subset Games,Superflat Games,Telltale Games,The Chinese Room,The Fullbright Company,The Men Who Wear Many Hats,Treasure,Tribute Games Inc.,Tripwire Interactive,Twisted Tree,Two Tribes,Valve,Wadjet Eye Games,Warner Bros. Interactive Entertainment,WB Games,Zachtronics","11 bit studios,2D BOY,3909,4A Games,Alexander Bruce,Alligator Pit,Croteam,Armature Studio,Aspyr (Mac, Linux),Firaxis Games, & Windows Update),Obsidian Entertainment,Bit Blot, LLC,Bithell Games,Black Forest Games,BlinkWorks Media,Capybara,Jim Guthrie,Superbrothers,Cardboard Computer,CD PROJEKT RED,Cipher Prime Studios,Creative Assembly,Criterion Games,Curve Studios,Daedalic Entertainment,Day 1 Studios,Deck 13,Dennaton Games,DICE,Double Fine Productions,Droqen,Ed Key and David Kanaga,Edmund McMillen and Florian Himsl, Tyler Glaiel,Eyebrow Interactive,Feral Interactive (Mac),Haemimont Games,Final Form Games,Frictional Games,Frozenbyte,Gaijin Games,Gearbox Software,Hemisphere Games,Hitbox Team,Introversion Software,Iron Lore Entertainment,Jasper Byrne,Kloonigames,Kyle Pulver,Looking Glass Studios,MinMax Games Ltd.,Nicalis,Studio Pixel,Number None,Olli Harjola, Otto Hantula, Tom Jubert, Carlo Castellano,Playdead,Pocketwatch Games,Positech Games,Psyonix,Rebellion,Recoil Games,Relic Entertainment,Retro Affect,Robert Briscoe,The Chinese Room,Ronimo Games,Runic Games,Sidhe,Sos,Spaces of Play,Straandlooper,Strange Loop Games,Subatomic Studios LLC,Subset Games,Team Meat,Telltale Games,The Fullbright Company,The Men Who Wear Many Hats,Threaks,Treasure,Tribute Games Inc.,Tripwire Interactive,Two Tribes,Valve,Vigil Games,Volition,Wadjet Eye Games,Zachtronics,Zeboyd Games",game
76561197960277352,Gon,0,3,1,,DE,,6.928749999999999,0,1,"Action,Casual","PopCap Games, Inc.,Valve","Gearbox Software,PopCap Games, Inc.,Valve",game
76561197960277354,Er4z0r,0,3,1,,,,7.931764705882351,0,1,Action,Valve,"Gearbox Software,Valve",game
76561197960277358,Gowenna,0,3,1,,,,6.240000000000001,0,1,Action,Valve,"Gearbox Software,Valve",game
76561197960277360,nw pleasure,0,3,,,,,6.99,0,1,Action,Valve,"Gearbox Software,Valve",game
76561197960277362,hunterstyle!,0,3,1,,,,8.49,0,1,"Action,Indie,Simulation","BANDAI NAMCO Entertainment,Jagex,Valve","Gearbox Software,Jagex Limited,NAMCO,Valve",game
76561197960277364,Lied,0,3,1,,FR,,6.240000000000001,0,1,Action,Valve,"Gearbox Software,Valve",game
76561197960277366,semmy,0,3,,,,,6.99,0,1,Action,Valve,"Gearbox Software,Valve",game
76561197960277368,Sketchumz,0,3,1,,,,10.773833333333338,17,1,"Action,Free to Play,Indie,Strategy,RPG","Bethesda Softworks,Feral Interactive (Linux),Feral Interactive (Mac),SEGA,id Software,New World Interactive,Nordic Games,Ragequit Corporation,Square Enix,Valve","Avalanche Studios,Devil's Details,Feral Interactive (Linux),Feral Interactive (Mac),The Creative Assembly,Gearbox Software,Gray Matter Studios,id Software,Iron Lore Entertainment,New World Interactive,Psyonix,Ragequit Corporation,Raven Software,RavenSoft / id Software,Rebellion,Ritual Entertainment,Rogue Entertainment,Valve,Xatrix Entertainment","dlc,game"
76561197960277370,Ninjah,0,3,1,,CA,4352,17.952307692307695,17,1,"Action,Free to Play,Indie,Strategy","Activision,Aspyr (Mac),New World Interactive,Ragequit Corporation,Square Enix,Valve","Aspyr (Mac),Infinity Ward,Sledgehammer Games,Gearbox Software,New World Interactive,Psyonix,Ragequit Corporation,Treyarch,Valve",game
76561197960277372,teanau,0,3,1,,US,,15.974923076923082,18,1,"Action,Adventure,Casual,Indie,Strategy,RPG,Free to Play,Simulation","2K Games,Aspyr (Mac),Feral Interactive (Linux),Feral Interactive (Mac),505 Games,Activision,BANDAI NAMCO Entertainment,Bethesda Softworks,Bohemia Interactive,Cardboard Computer,CI Games,Codemasters,Coffee Stain Studios,Deep Silver,Double Fine Productions,Electronic Arts,Frozenbyte,Jagex,ND Games,Pocketwatch Games,Runic Games,Squad,Supergiant Games,The Behemoth,The Fullbright Company,Uber Entertainment,Unknown Worlds Entertainment,Valve,Warner Bros. Interactive Entertainment","2K Australia,2K Boston,2K China,2K Marin,Digital Extremes,Feral Interactive (Mac),Arkane Studios,Aspyr (Mac),Infinity Ward,Irrational Games,Virtual Programming (Linux),Bethesda Game Studios,BioWare,Bohemia Interactive,Cardboard Computer,Chaos Concept,City Interactive,Codemasters Action Studio,Coffee Stain Studios,Day 1 Studios,DICE,Double Fine Productions,Electronic Arts,Feral Interactive (Linux),Firaxis Games,Frozenbyte,Gearbox Software,Jagex Limited,Monolith,Monolith Productions, Inc.,Timegate,NAMCO,Obsidian Entertainment,OVERKILL - a Starbreeze Studio.,Pocketwatch Games,Runic Games,Squad,Supergiant Games,Techland,The Behemoth,The Fullbright Company,Treyarch,Uber Entertainment,Unknown Worlds Entertainment,Valve",game
76561197960277374,sui,0,1,1,,,,14.513887147335321,18,1,"Action,Adventure,Casual,Indie,RPG,Strategy,Free to Play,Racing,Early Access,Simulation,Sports,Massively Multiplayer","1C-SoftClub,CD PROJEKT RED,2K Games,Aspyr (Mac & Linux),Aspyr (Mac),Feral Interactive (Linux),Feral Interactive (Mac),Missing Link Games,38 Studios,Electronic Arts,3909,505 Games,@unepic_fran,Abbey Games,Activision,Almost Human Games,AMPLITUDE Studios,Apogee Software,Atari,Disney Interactive,LucasArts,Lucasfilm,BANDAI NAMCO Entertainment,Bethesda Softworks,Big Sandwich Games,BioWare Corporation,Black Forest Games,BlinkWorks Media,Bohemia Interactive,Born Ready Games,Bossa Studios,Bugbear,Capcom,Codemasters,Coffee Stain Studios,Crate Entertainment,D3 Go!,D3Publisher of America, Inc.,David Williamson,Deep Silver,Demruth,Devolver Digital,Digerati Distribution,Double Fine Productions,Dovetail Games - Trains,DrinkBox Studios,Droqen's Games,DTP Entertainment,Edmund McMillen,Egosoft,Empty Clip Studios,Facepalm Games,FarSight Studios,Fatshark,SEGA,Kalypso Media Digital,Warner Bros. Interactive Entertainment,FireFly Studios,Focus Home Interactive,Freebird Games,Frozenbyte,Futuremark,Gaijin Entertainment,Gaijin Games,Galactic Cafe,Gambitious Digital Entertainment,Gaslamp Games,Gazillion Entertainment,Gravity Europe SAS,Greenheart Games,GSC Game World,GSC World Publishing,Hello Games,Hidden Path Entertainment,Hothead Games,Introversion Software,Kerberos Productions Inc.,Klei Entertainment,Majesco Entertainment,Midnight City,Microsoft Studios,Minority Media,Misfits Attic,Namco Networks America,Ndemic Creations,NeocoreGames,Night Dive Studios,Nordic Games,THQ,Nyu Media,Paradox Interactive,Perfect World Entertainment,Playdead,PlayWay S.A.,Pocketwatch Games,Positech Games,Rake in Grass,Remedy Entertainment,Reverb Publishing,Rockin' Android,Rockstar Games,Runic Games,SCS Software,Shining Rock Software LLC,Shiro Games,SNK PLAYMORE,Square Enix,Squid In A Box Ltd,Stardock Entertainment,Strategy First,Subset Games,Team17 Digital Ltd,Telltale Games,The Behemoth,Trapdoor,Treasure,Two Tribes,Ubisoft,Ubisoft Montreal,Valve,Vblank Entertainment","1C:InoCo,2K Australia,2K Boston,2K China,2K Marin,Digital Extremes,Feral Interactive (Mac),2K Czech,38 Studios,Big Huge Games,3909,3D Realms,General Arcade,4A Games,5th Cell Media,@unepic_fran,Abbey Games,Abstraction Games,WayForward,Alexander Bruce,Almost Human Games,AMPLITUDE Studios,Anuman,Arkane Studios,Arrowhead Game Studios,Ascaron,Aspyr (Mac & Linux),Gearbox Software,Aspyr (Mac),BioWare,EA - Maxis,Frontier,Infinity Ward,Irrational Games,Virtual Programming (Linux),Firaxis Games, & Windows Update),Obsidian Entertainment,ASTRO PORT,Bethesda Game Studios,Big Sandwich Games,BioWare Corporation,Bizarre Creations,Black Forest Games,Blackhole,BlinkWorks Media,Blue Byte,Bohemia Interactive,Born Ready Games Ltd.,Bossa Studios,Bugbear,Bugbear Entertainment,Capybara Games,CD PROJEKT RED,Codemasters Action Studio,Codemasters Racing Studio,Codemasters Studios,Coffee Stain Studios,Colossal Order Ltd.,Crate Entertainment,Criterion Games,Croteam,Cryptic Studios,Crytek,Crytek Studios,David Williamson,Day 1 Studios,Demiurge Studios,Dennaton Games,DICE,Digerati Distribution,Digital Reality,DotEmu,Double Fine Productions,Dovetail Games,DrinkBox Studios,Droqen,Dylan Fitterer,EA Black Box,EA Los Angeles,EA Redwood Shores,Edmund McMillen and Florian Himsl,Egosoft,EKO Software,Electronic Arts,Empty Clip Studios,Ensemble Studios,Eugen Systems,FarSight Studios,Fatshark,Feral Interactive (Linux),The Creative Assembly,Haemimont Games,Rocksteady Studios,FireFly Studios,Flat Software,Flying Wild Hog,Freebird Games,FromSoftware,Frozenbyte,Futuremark,Gaijin Entertainment,Gaijin Games,Galactic Cafe,Gas Powered Games,Gaslamp Games, Inc.,Gazillion Entertainment,GolemLabs,Greenheart Games,GSC Game World,Hello Games,Hidden Path Entertainment,High Voltage Software,NetherRealm Studios,Hothead Games,Humble Hearts LLC,id Software,Infinite Interactive,Interceptor Entertainment,Introversion Software,Ion Storm,Iron Galaxy Studios,Iron Lore Entertainment,Ironclad Games,Stardock Entertainment,Looking Glass Studios,Kerberos Productions Inc.,Klei Entertainment,Liquid Entertainment,Massive Entertainment,MicroProse Software,Mine Loader Software Co.,Minority Media Inc.,Misfits Attic,Mithis Games,Nordic Games,Monolith,Monolith Productions,Timegate,NAMCO,Ndemic Creations,NeocoreGames,Ninja Theory,Nival,Reactor Zero,Volition,Olli Harjola, Otto Hantula, Tom Jubert, Carlo Castellano,OVERKILL - a Starbreeze Studio.,Paradox Development Studio,Petroglyph,Piranha Bytes,Platine Dispositif,Playdead,PlayWay S.A.,Red Dot Games,Pocketwatch Games,Polytron Corporation,Positech Games,Radical Entertainment,Radon Labs,Rake in Grass,Ratloop Asia,Rebellion,Relic Entertainment,Remedy Entertainment,Rockstar Games,Rockstar Leeds,Team Bondi,Rockstar North / Toronto,Rockstar Toronto,Rockstar Studios,Runic Games,SCS Software,Shining Rock Software LLC,Shiro Games,Slightly Mad Studios,Snowblind Studios,Southend,Squid In A Box Ltd,Subset Games,Supergiant Games,Team Meat,Team17 Digital Ltd,Techland,Telltale Games,Tennen-sozai,Tequila Works, S.L.,Test3 Projects,The Behemoth,Threaks,Treasure,Treyarch,Triumph Studios,Two Tribes,Ubisoft,Ubisoft Montreal, Massive Entertainment, and Ubisoft Shanghai,Undead Labs,Valve,Vblank Entertainment,Vigil Games,Yager Development,Zen Studios,Zombie Studios","dlc,game"
76561197960277376,mouz Levicom BenQ | PapsT,0,3,,,,,6.99,0,1,Action,Valve,"Gearbox Software,Valve",game
76561197960277378,mAu,0,3,1,,FR,,7.490714285714285,0,1,Action,Valve,"Gearbox Software,Valve",game
76561197960277380,Fraggen,4,3,1,,,,13.885517241379313,17,1,"Action,Adventure,Indie,Strategy,RPG","2K Games,Aspyr (Mac, Linux),Feral Interactive (Linux),Feral Interactive (Mac),Bethesda Softworks,Warner Bros. Interactive Entertainment,Nordic Games,PopCap Games, Inc.,Robot Entertainment,SEGA,Valve","2K Australia,2K Boston,Aspyr (Mac, Linux),Firaxis Games,Bethesda Game Studios,Creative Assembly,Feral Interactive (Linux),Feral Interactive (Mac),Rocksteady Studios,Gearbox Software,Iron Lore Entertainment,PopCap Games, Inc.,Robot Entertainment,Valve",game
76561197960277384,teddy,0,3,1,,,,17.149365079365083,18,1,"Action,Adventure,Indie,Strategy,Early Access,Free to Play,RPG,Casual,Simulation,Racing","1C-SoftClub,CD PROJEKT RED,2K Games,Aspyr (Mac & Linux),Aspyr (Mac),505 Games,Bethesda Softworks,Daybreak Game Company,Devolver Digital,Devolver Digital and Croteam ,Double Fine Productions,Electronic Arts,Feral Interactive (Linux),Feral Interactive (Mac),Square Enix,Warner Bros. Interactive Entertainment,Frozenbyte,Klei Entertainment,Microsoft Studios,Misfits Attic,New World Interactive,Playdead,Puny Human,Ragequit Corporation,Reverb Publishing,Rockstar Games,SNK Playmore,Subset Games,Trapdoor,Ubisoft,Valve","2K Australia,2K Boston,Alligator Pit,Croteam,Aspyr (Mac & Linux),Gearbox Software,Aspyr (Mac),Irrational Games,Virtual Programming (Linux),Firaxis Games,Avalanche Studios,Bethesda Game Studios,BioWare,CD PROJEKT RED,Vlambeer,Crystal Dynamics,Feral Interactive (Linux),Feral Interactive (Mac),Double Fine Productions,Rocksteady Studios,Frozenbyte,id Software,Klei Entertainment,Misfits Attic,Mommy's Best Games,New World Interactive,Obsidian Entertainment,OVERKILL - a Starbreeze Studio.,OVERKILL Software,Playdead,Polytron Corporation,Psyonix,Puny Human,Ragequit Corporation,Ratloop Asia,Rockstar San Diego,SNK Playmore,Square Enix,Subset Games,Supergiant Games,Ubisoft Montreal,United Front Games,Valve",game
76561197960277390,Samskeyti,0,3,1,,US,1161,6.706666666666665,17,1,"Action,Adventure,Free to Play,Indie,Strategy","Microsoft Studios,Octoshark Studios,Square Enix,Valve","Ensemble Studios,Hidden Path Entertainment,Skybox Labs,Gearbox Software,Octoshark Studios,Team Chivalry,United Front Games,Valve","game,mod"
